variantId,model,P/N Masked,productCodeType,saleMode,errorCode,errorExplanation,sourceFileDisplayName,sourceSheet,sourceRow,rawTextExcerpt,requiredAction
RET-19 -27-R6-SF_PLUS,Galaxy S26 Ultra,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,6,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R6-TRADEUP,Galaxy S26 Ultra,N/A,STANDARD_SM,TRADE_UP,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,6,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R6-STUDENT,Galaxy S26 Ultra,N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,6,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R6-FLASHSALE,Galaxy S26 Ultra,N/A,STANDARD_SM,STANDARD_PAYMENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,6,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R7-SF_PLUS,Galaxy S26+,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,7,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R8-SF_PLUS,Galaxy S26+,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,8,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R9-SF_PLUS,Galaxy S26,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,9,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R10-SF_PLUS,Galaxy S26,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,10,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R11-SF_PLUS,Galaxy S25 Ultra,N/A,PASS_F,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,11,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R12-SF_PLUS,"Galaxy S25 FE
(ร่วม SF+)",N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,12,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R12-STUDENT,"Galaxy S25 FE
(ร่วม SF+)",N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,12,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R13-SF_PLUS,"Galaxy S25 FE
(ร่วม SF+)",N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,13,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R13-STUDENT,"Galaxy S25 FE
(ร่วม SF+)",N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,13,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R14-STANDARD_PAYMENT,"Galaxy S25 FE
(ไม่ร่วม SF+)",N/A,STANDARD_SM,STANDARD_PAYMENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,14,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R15-STANDARD_PAYMENT,"Galaxy S25 FE
(ไม่ร่วม SF+)",N/A,STANDARD_SM,STANDARD_PAYMENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,15,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R16-TRADEUP,Galaxy Z Fold8 Ultra,N/A,STANDARD_SM,TRADE_UP,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,16,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R17-TRADEUP,Galaxy Z Fold8 Ultra,N/A,STANDARD_SM,TRADE_UP,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,17,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R18-TRADEUP,Galaxy Z Fold8 Ultra,N/A,STANDARD_SM,TRADE_UP,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,18,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R19-TRADEUP,Galaxy Z Fold8,N/A,STANDARD_SM,TRADE_UP,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,19,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R20-TRADEUP,Galaxy Z Fold8,N/A,STANDARD_SM,TRADE_UP,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,20,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R21-TRADEUP,Galaxy Z Fold8,N/A,STANDARD_SM,TRADE_UP,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,21,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R22-TRADEUP,Galaxy Z Flip8,N/A,STANDARD_SM,TRADE_UP,PRICE_EQUATION_MISMATCH,Quarantined by Rule Engine: PRICE_EQUATION_MISMATCH. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,22,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R23-TRADEUP,Galaxy Z Flip8,N/A,STANDARD_SM,TRADE_UP,PRICE_EQUATION_MISMATCH,Quarantined by Rule Engine: PRICE_EQUATION_MISMATCH. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,23,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R24-SF_PLUS,Galaxy Z Fold 7,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,24,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R25-SF_PLUS,Galaxy Z Fold 7,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,25,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R26-SF_PLUS,Galaxy Z Fold 7,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,26,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R27-SF_PLUS,Galaxy Z Flip7,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,27,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R28-SF_PLUS,Galaxy Z Flip7,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,28,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R29-SF_PLUS,Galaxy A57 5G,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,29,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R29-STUDENT,Galaxy A57 5G,N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,29,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R30-SF_PLUS,Galaxy A57 5G,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,30,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R30-STUDENT,Galaxy A57 5G,N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,30,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R31-SF_PLUS,Galaxy A57 5G,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,31,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R31-STUDENT,Galaxy A57 5G,N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,31,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R32-STANDARD_PAYMENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",N/A,STANDARD_SM,STANDARD_PAYMENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,32,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R32-STUDENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,32,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R33-STANDARD_PAYMENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",N/A,STANDARD_SM,STANDARD_PAYMENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,33,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R33-STUDENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,33,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R34-STANDARD_PAYMENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",N/A,STANDARD_SM,STANDARD_PAYMENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,34,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R34-STUDENT,"Galaxy A57 5G 
(ไม่สามารถใช้ร่วมกับ SF+ ได้)",N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,34,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R35-SF_PLUS,"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,35,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R35-STUDENT,"Galaxy A37 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,35,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R36-SF_PLUS,"Galaxy A27 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,36,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R37-SF_PLUS,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,37,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R37-STUDENT,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,37,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R37-FLASHSALE,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,STANDARD_SM,STANDARD_PAYMENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,37,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R38-SF_PLUS,"Galaxy A17 5G
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,38,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R39-SF_PLUS,"Galaxy A17 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,39,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R40-STUDENT,"Galaxy A07 5G
(SF+ campaign)",N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,40,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R41-STANDARD_PAYMENT,"Galaxy A07 5G
(ไม่ร่วม SF+)",N/A,STANDARD_SM,STANDARD_PAYMENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,41,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R41-STUDENT,"Galaxy A07 5G
(ไม่ร่วม SF+)",N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,41,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R42-SF_PLUS,"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,42,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R43-SF_PLUS,"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,43,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET-19 -27-R44-SF_PLUS,"Galaxy A07 LTE
(ตั้งแต่ 17 สิงหาคม - 6 กันยายน 69)",N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx,19 -27  Aug,44,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET- 17-18-R4-SF_PLUS,Galaxy S26 Ultra,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx, 17-18  Aug,4,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET- 17-18-R4-TRADEUP,Galaxy S26 Ultra,N/A,STANDARD_SM,TRADE_UP,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx, 17-18  Aug,4,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET- 17-18-R4-FLASHSALE,Galaxy S26 Ultra,N/A,STANDARD_SM,STANDARD_PAYMENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx, 17-18  Aug,4,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET- 17-18-R5-SF_PLUS,Galaxy S26 Ultra,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx, 17-18  Aug,5,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET- 17-18-R5-TRADEUP,Galaxy S26 Ultra,N/A,STANDARD_SM,TRADE_UP,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx, 17-18  Aug,5,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET- 17-18-R5-STUDENT,Galaxy S26 Ultra,N/A,STANDARD_SM,STUDENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx, 17-18  Aug,5,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET- 17-18-R5-FLASHSALE,Galaxy S26 Ultra,N/A,STANDARD_SM,STANDARD_PAYMENT,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx, 17-18  Aug,5,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
RET- 17-18-R6-SF_PLUS,Galaxy S26 Ultra,N/A,STANDARD_SM,SF_PLUS,QUARANTINED_UNPROVEN,Quarantined by Rule Engine: QUARANTINED_UNPROVEN. Strictly prohibited from retail sale.,Promotion Retail Aug 2026.xlsx, 17-18  Aug,6,,Verify formula in source Excel workbook or wait for branch supervisor confirmation
